,jobs,machines,numInd,numGen,makespan,to_matrix_percentage,elitismo,exec_time,instance,mutation,selection_method
0,512,16,100,100,100067.262634,0.3,10.0,25.73707294464112,512x16/u_s_hilo.0,0.0,roulette
1,512,16,100,100,96710.591706,0.3,10.0,25.78872394561768,512x16/u_s_hilo.0,10.0,roulette
2,512,16,100,100,97369.212526,0.3,10.0,27.055673837661743,512x16/u_s_hilo.0,20.0,roulette
3,512,16,100,100,97182.88336299996,0.3,10.0,27.68194913864136,512x16/u_s_hilo.0,30.0,roulette
4,512,16,100,100,100067.262634,0.3,20.0,26.92679500579834,512x16/u_s_hilo.0,0.0,roulette
5,512,16,100,100,96993.769531,0.3,20.0,27.2416729927063,512x16/u_s_hilo.0,10.0,roulette
6,512,16,100,100,96792.862553,0.3,20.0,27.622472047805783,512x16/u_s_hilo.0,20.0,roulette
7,512,16,100,100,97229.54712,0.3,20.0,27.755234003067017,512x16/u_s_hilo.0,30.0,roulette
8,512,16,100,100,100067.262634,0.3,30.0,25.94536304473877,512x16/u_s_hilo.0,0.0,roulette
9,512,16,100,100,98063.81659600003,0.3,30.0,26.16446709632873,512x16/u_s_hilo.0,10.0,roulette
10,512,16,100,100,97282.691003,0.3,30.0,26.057729959487915,512x16/u_s_hilo.0,20.0,roulette
11,512,16,100,100,97797.257326,0.3,30.0,26.380326986312863,512x16/u_s_hilo.0,30.0,roulette
12,512,16,100,100,4238269.138671,0.3,10.0,28.99906897544861,512x16/u_s_hihi.0,0.0,roulette
13,512,16,100,100,4181435.654969,0.3,10.0,28.936635971069336,512x16/u_s_hihi.0,10.0,roulette
14,512,16,100,100,4178192.157227,0.3,10.0,28.74817204475403,512x16/u_s_hihi.0,20.0,roulette
15,512,16,100,100,4171703.641112,0.3,10.0,28.955987215042114,512x16/u_s_hihi.0,30.0,roulette
16,512,16,100,100,4182510.948975001,0.3,20.0,28.2977511882782,512x16/u_s_hihi.0,0.0,roulette
17,512,16,100,100,4178192.157227,0.3,20.0,27.36191987991333,512x16/u_s_hihi.0,10.0,roulette
18,512,16,100,100,4188837.699219,0.3,20.0,27.145012140274048,512x16/u_s_hihi.0,20.0,roulette
19,512,16,100,100,4254231.4375,0.3,20.0,27.62470006942749,512x16/u_s_hihi.0,30.0,roulette
20,512,16,100,100,4225877.636719,0.3,30.0,25.522866010665894,512x16/u_s_hihi.0,0.0,roulette
21,512,16,100,100,4178192.157227,0.3,30.0,25.286524295806885,512x16/u_s_hihi.0,10.0,roulette
22,512,16,100,100,4178192.157227,0.3,30.0,32.2440869808197,512x16/u_s_hihi.0,20.0,roulette
23,512,16,100,100,4163399.0,0.3,30.0,29.04564499855041,512x16/u_s_hihi.0,30.0,roulette
24,512,16,100,100,127645.47328500004,0.3,10.0,34.22564196586609,512x16/u_s_lohi.0,0.0,roulette
25,512,16,100,100,126078.11253600004,0.3,10.0,33.11935997009277,512x16/u_s_lohi.0,10.0,roulette
26,512,16,100,100,125158.873045,0.3,10.0,33.18948411941528,512x16/u_s_lohi.0,20.0,roulette
27,512,16,100,100,124470.022678,0.3,10.0,33.529061794281006,512x16/u_s_lohi.0,30.0,roulette
28,512,16,100,100,125397.54077,0.3,20.0,31.51133394241333,512x16/u_s_lohi.0,0.0,roulette
29,512,16,100,100,124852.216798,0.3,20.0,32.00171494483948,512x16/u_s_lohi.0,10.0,roulette
30,512,16,100,100,126124.143515,0.3,20.0,31.494845151901245,512x16/u_s_lohi.0,20.0,roulette
31,512,16,100,100,126312.191895,0.3,20.0,31.4792320728302,512x16/u_s_lohi.0,30.0,roulette
32,512,16,100,100,127440.79425500004,0.3,30.0,29.372439861297607,512x16/u_s_lohi.0,0.0,roulette
33,512,16,100,100,125397.54077,0.3,30.0,29.241936206817627,512x16/u_s_lohi.0,10.0,roulette
34,512,16,100,100,127463.953281,0.3,30.0,29.177040100097656,512x16/u_s_lohi.0,20.0,roulette
35,512,16,100,100,124939.86781600004,0.3,30.0,29.27200102806092,512x16/u_s_lohi.0,30.0,roulette
36,512,16,100,100,3500.0948590000003,0.3,10.0,31.455091953277588,512x16/u_s_lolo.0,0.0,roulette
37,512,16,100,100,3456.28614,0.3,10.0,31.272348165512085,512x16/u_s_lolo.0,10.0,roulette
38,512,16,100,100,3493.4505160000003,0.3,10.0,31.297780990600582,512x16/u_s_lolo.0,20.0,roulette
39,512,16,100,100,3462.587401,0.3,10.0,31.605779886245728,512x16/u_s_lolo.0,30.0,roulette
40,512,16,100,100,3466.2315280000003,0.3,20.0,29.48233389854431,512x16/u_s_lolo.0,0.0,roulette
41,512,16,100,100,3466.0784859999994,0.3,20.0,29.579748153686523,512x16/u_s_lolo.0,10.0,roulette
42,512,16,100,100,3483.3250299999995,0.3,20.0,29.52500820159912,512x16/u_s_lolo.0,20.0,roulette
43,512,16,100,100,3459.7669829999995,0.3,20.0,29.78947877883911,512x16/u_s_lolo.0,30.0,roulette
44,512,16,100,100,3471.8865330000003,0.3,30.0,27.436538696289062,512x16/u_s_lolo.0,0.0,roulette
45,512,16,100,100,3493.4505160000003,0.3,30.0,27.191702127456665,512x16/u_s_lolo.0,10.0,roulette
46,512,16,100,100,3478.380666,0.3,30.0,27.148690938949585,512x16/u_s_lolo.0,20.0,roulette
47,512,16,100,100,3458.44743,0.3,30.0,27.279978036880493,512x16/u_s_lolo.0,30.0,roulette
48,512,16,100,100,74286.67469699998,0.3,10.0,31.39258599281311,512x16/u_i_hilo.0,0.0,roulette
49,512,16,100,100,73907.85364899998,0.3,10.0,32.71093392372131,512x16/u_i_hilo.0,10.0,roulette
50,512,16,100,100,73780.912679,0.3,10.0,32.00958800315857,512x16/u_i_hilo.0,20.0,roulette
51,512,16,100,100,73708.703244,0.3,10.0,32.21804189682007,512x16/u_i_hilo.0,30.0,roulette
52,512,16,100,100,74112.86136,0.3,20.0,30.28774929046631,512x16/u_i_hilo.0,0.0,roulette
53,512,16,100,100,73997.847037,0.3,20.0,30.10345697402954,512x16/u_i_hilo.0,10.0,roulette
54,512,16,100,100,74079.63143600001,0.3,20.0,29.96960997581482,512x16/u_i_hilo.0,20.0,roulette
55,512,16,100,100,73742.96540699998,0.3,20.0,29.68716192245484,512x16/u_i_hilo.0,30.0,roulette
56,512,16,100,100,74143.22012000003,0.3,30.0,27.869667053222656,512x16/u_i_hilo.0,0.0,roulette
57,512,16,100,100,73894.80462799998,0.3,30.0,28.03762197494507,512x16/u_i_hilo.0,10.0,roulette
58,512,16,100,100,73750.28562899999,0.3,30.0,27.56123185157776,512x16/u_i_hilo.0,20.0,roulette
59,512,16,100,100,73880.36921699998,0.3,30.0,27.482627153396606,512x16/u_i_hilo.0,30.0,roulette
60,512,16,100,100,3055958.752014,0.3,10.0,32.51471495628357,512x16/u_i_hihi.0,0.0,roulette
61,512,16,100,100,3054123.005248001,0.3,10.0,32.343449115753174,512x16/u_i_hihi.0,10.0,roulette
62,512,16,100,100,3017599.0180650004,0.3,10.0,32.711735010147095,512x16/u_i_hihi.0,20.0,roulette
63,512,16,100,100,3023347.2773430003,0.3,10.0,32.05965995788574,512x16/u_i_hihi.0,30.0,roulette
64,512,16,100,100,3065510.684569,0.3,20.0,30.50594472885132,512x16/u_i_hihi.0,0.0,roulette
65,512,16,100,100,3038423.988342,0.3,20.0,30.27129888534546,512x16/u_i_hihi.0,10.0,roulette
66,512,16,100,100,3047237.4693610007,0.3,20.0,30.67999792098999,512x16/u_i_hihi.0,20.0,roulette
67,512,16,100,100,3029914.043945,0.3,20.0,30.64076375961304,512x16/u_i_hihi.0,30.0,roulette
68,512,16,100,100,3089004.937499,0.3,30.0,28.32814693450928,512x16/u_i_hihi.0,0.0,roulette
69,512,16,100,100,3038121.808715,0.3,30.0,28.16748285293579,512x16/u_i_hihi.0,10.0,roulette
70,512,16,100,100,3032460.117797,0.3,30.0,28.319068908691406,512x16/u_i_hihi.0,20.0,roulette
71,512,16,100,100,3017890.3334950004,0.3,30.0,28.49417018890381,512x16/u_i_hihi.0,30.0,roulette
72,512,16,100,100,106521.496216,0.3,10.0,32.10046100616455,512x16/u_i_lohi.0,0.0,roulette
73,512,16,100,100,105928.20242200002,0.3,10.0,32.18200182914734,512x16/u_i_lohi.0,10.0,roulette
74,512,16,100,100,105503.351426,0.3,10.0,32.081276178359985,512x16/u_i_lohi.0,20.0,roulette
75,512,16,100,100,105516.455628,0.3,10.0,32.23543691635132,512x16/u_i_lohi.0,30.0,roulette
76,512,16,100,100,106569.08319000002,0.3,20.0,30.58219599723816,512x16/u_i_lohi.0,0.0,roulette
77,512,16,100,100,104921.95665,0.3,20.0,30.49015212059021,512x16/u_i_lohi.0,10.0,roulette
78,512,16,100,100,105839.564667,0.3,20.0,30.27583384513855,512x16/u_i_lohi.0,20.0,roulette
79,512,16,100,100,104274.03488600002,0.3,20.0,30.33701705932617,512x16/u_i_lohi.0,30.0,roulette
80,512,16,100,100,106569.08319000002,0.3,30.0,28.29319787025452,512x16/u_i_lohi.0,0.0,roulette
81,512,16,100,100,105830.69949300002,0.3,30.0,28.33975505828857,512x16/u_i_lohi.0,10.0,roulette
82,512,16,100,100,105947.19260700002,0.3,30.0,28.437175035476685,512x16/u_i_lohi.0,20.0,roulette
83,512,16,100,100,104418.652649,0.3,30.0,28.397377729415894,512x16/u_i_lohi.0,30.0,roulette
84,512,16,100,100,2564.1634760000006,0.3,10.0,31.847849130630493,512x16/u_i_lolo.0,0.0,roulette
85,512,16,100,100,2564.1634760000006,0.3,10.0,31.81195282936096,512x16/u_i_lolo.0,10.0,roulette
86,512,16,100,100,2556.13972,0.3,10.0,31.970224142074585,512x16/u_i_lolo.0,20.0,roulette
87,512,16,100,100,2552.3722930000004,0.3,10.0,32.07202219963074,512x16/u_i_lolo.0,30.0,roulette
88,512,16,100,100,2565.0288710000004,0.3,20.0,30.439600944519043,512x16/u_i_lolo.0,0.0,roulette
89,512,16,100,100,2556.0263310000005,0.3,20.0,30.238194942474365,512x16/u_i_lolo.0,10.0,roulette
90,512,16,100,100,2561.7309730000006,0.3,20.0,30.29075193405152,512x16/u_i_lolo.0,20.0,roulette
91,512,16,100,100,2554.248136,0.3,20.0,30.20480298995972,512x16/u_i_lolo.0,30.0,roulette
92,512,16,100,100,2565.695429,0.3,30.0,28.16156792640686,512x16/u_i_lolo.0,0.0,roulette
93,512,16,100,100,2565.695429,0.3,30.0,27.59806084632873,512x16/u_i_lolo.0,10.0,roulette
94,512,16,100,100,2556.0263310000005,0.3,30.0,28.19310426712036,512x16/u_i_lolo.0,20.0,roulette
95,512,16,100,100,2555.782511,0.3,30.0,27.987276077270508,512x16/u_i_lolo.0,30.0,roulette
96,512,16,100,100,156164.70684599996,0.3,10.0,31.025012969970703,512x16/u_c_hilo.0,0.0,roulette
97,512,16,100,100,153824.40531799998,0.3,10.0,31.029550790786743,512x16/u_c_hilo.0,10.0,roulette
98,512,16,100,100,153845.96670900006,0.3,10.0,31.175841093063354,512x16/u_c_hilo.0,20.0,roulette
99,512,16,100,100,153398.35007700004,0.3,10.0,31.153233289718628,512x16/u_c_hilo.0,30.0,roulette
100,512,16,100,100,156353.808304,0.3,20.0,29.11463975906372,512x16/u_c_hilo.0,0.0,roulette
101,512,16,100,100,154037.37304399995,0.3,20.0,29.551403045654297,512x16/u_c_hilo.0,10.0,roulette
102,512,16,100,100,153888.950087,0.3,20.0,29.55642867088318,512x16/u_c_hilo.0,20.0,roulette
103,512,16,100,100,154688.286379,0.3,20.0,29.11977410316468,512x16/u_c_hilo.0,30.0,roulette
104,512,16,100,100,156320.38403199997,0.3,30.0,27.42576694488525,512x16/u_c_hilo.0,0.0,roulette
105,512,16,100,100,154096.85083,0.3,30.0,27.1497642993927,512x16/u_c_hilo.0,10.0,roulette
106,512,16,100,100,153674.56804900008,0.3,30.0,27.06039762496948,512x16/u_c_hilo.0,20.0,roulette
107,512,16,100,100,153575.687729,0.3,30.0,27.177783966064453,512x16/u_c_hilo.0,30.0,roulette
108,512,16,100,100,7968057.503905999,0.3,10.0,32.11525678634644,512x16/u_c_hihi.0,0.0,roulette
109,512,16,100,100,7596215.817016999,0.3,10.0,32.5696439743042,512x16/u_c_hihi.0,10.0,roulette
110,512,16,100,100,7594237.46875,0.3,10.0,32.52509307861328,512x16/u_c_hihi.0,20.0,roulette
111,512,16,100,100,7704233.8125,0.3,10.0,32.06316113471985,512x16/u_c_hihi.0,30.0,roulette
112,512,16,100,100,8109440.191406,0.3,20.0,30.622395992279053,512x16/u_c_hihi.0,0.0,roulette
113,512,16,100,100,7719684.212525,0.3,20.0,30.31631898880005,512x16/u_c_hihi.0,10.0,roulette
114,512,16,100,100,7662721.946899,0.3,20.0,30.37049078941345,512x16/u_c_hihi.0,20.0,roulette
115,512,16,100,100,7589898.150390999,0.3,20.0,30.14535975456237,512x16/u_c_hihi.0,30.0,roulette
116,512,16,100,100,7959024.670903998,0.3,30.0,28.24647808074951,512x16/u_c_hihi.0,0.0,roulette
117,512,16,100,100,7754691.337525,0.3,30.0,28.215735912323,512x16/u_c_hihi.0,10.0,roulette
118,512,16,100,100,7709092.587891,0.3,30.0,28.12568974494934,512x16/u_c_hihi.0,20.0,roulette
119,512,16,100,100,7497041.526915997,0.3,30.0,27.79430294036865,512x16/u_c_hihi.0,30.0,roulette
120,512,16,100,100,258915.014651,0.3,10.0,31.18657398223877,512x16/u_c_lohi.0,0.0,roulette
121,512,16,100,100,244455.860594,0.3,10.0,31.05786395072937,512x16/u_c_lohi.0,10.0,roulette
